entity_id,state,last_changed
sensor.nordpool_kwh_se3_sek_3_10_0_2,92.053,2026-02-02T23:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,101.76,2026-02-03T00:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,101.22,2026-02-03T01:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,97.613,2026-02-03T02:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,97.359,2026-02-03T03:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,98.417,2026-02-03T04:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,111.45,2026-02-03T05:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,127.266,2026-02-03T06:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,146.086,2026-02-03T07:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,198.95,2026-02-03T08:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,144.658,2026-02-03T09:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,121.194,2026-02-03T10:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,113.757,2026-02-03T11:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,115.925,2026-02-03T12:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,119.543,2026-02-03T13:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,121.712,2026-02-03T14:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,122.601,2026-02-03T15:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,127.308,2026-02-03T16:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,151.449,2026-02-03T17:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,142.982,2026-02-03T18:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,130.091,2026-02-03T19:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,115.008,2026-02-03T20:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,107.006,2026-02-03T21:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,103.196,2026-02-03T22:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,94.178,2026-02-03T23:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,99.612,2026-02-04T00:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,96.932,2026-02-04T01:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,99.644,2026-02-04T02:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,100.045,2026-02-04T03:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,101.269,2026-02-04T04:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,106.177,2026-02-04T05:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,118.081,2026-02-04T06:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,140.137,2026-02-04T07:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,131.821,2026-02-04T08:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,119.843,2026-02-04T09:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,112.35,2026-02-04T10:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,113.828,2026-02-04T11:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,105.026,2026-02-04T12:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,106.187,2026-02-04T13:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,108.762,2026-02-04T14:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,113.733,2026-02-04T15:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,132.908,2026-02-04T16:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,140.401,2026-02-04T17:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,123.526,2026-02-04T18:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,103.095,2026-02-04T19:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,97.998,2026-02-04T20:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,96.942,2026-02-04T21:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,90.273,2026-02-04T22:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,81.619,2026-02-04T23:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,11.967,2026-07-12T13:30:00.400Z
sensor.elmatare_active_power_l1,1.5421957695919442,2026-02-02T23:00:00.000Z
sensor.elmatare_active_power_l1,2.0616050233641667,2026-02-03T00:00:00.000Z
sensor.elmatare_active_power_l1,2.0997882227894444,2026-02-03T01:00:00.000Z
sensor.elmatare_active_power_l1,2.1493519256508336,2026-02-03T02:00:00.000Z
sensor.elmatare_active_power_l1,2.005747323010833,2026-02-03T03:00:00.000Z
sensor.elmatare_active_power_l1,1.8398600172919444,2026-02-03T04:00:00.000Z
sensor.elmatare_active_power_l1,0.04509406219888886,2026-02-03T05:00:00.000Z
sensor.elmatare_active_power_l1,-0.7916465759419444,2026-02-03T06:00:00.000Z
sensor.elmatare_active_power_l1,-0.9876701417669445,2026-02-03T07:00:00.000Z
