entity_id,state,last_changed
sensor.nordpool_kwh_se3_sek_3_10_0_2,78.281,2026-05-22T22:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,65.361,2026-05-22T23:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,68.219,2026-05-23T00:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,68.578,2026-05-23T01:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,69.154,2026-05-23T02:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,69.469,2026-05-23T03:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,68.447,2026-05-23T04:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,66.165,2026-05-23T05:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,49.971,2026-05-23T06:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,4.652,2026-05-23T07:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,2.391,2026-05-23T08:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,2.293,2026-05-23T09:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,1.5,2026-05-23T10:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,0.272,2026-05-23T11:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,-0.141,2026-05-23T12:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,0.022,2026-05-23T13:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,1.293,2026-05-23T14:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,2.706,2026-05-23T15:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,20.878,2026-05-23T16:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,64.502,2026-05-23T17:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,65.611,2026-05-23T18:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,64.893,2026-05-23T19:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,63.752,2026-05-23T20:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,10.868,2026-05-23T21:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,6.988,2026-05-23T22:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,10.904,2026-05-23T23:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,8.898,2026-05-24T00:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,10.904,2026-05-24T01:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,12.005,2026-05-24T02:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,8.778,2026-05-24T03:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,7.578,2026-05-24T04:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,7.578,2026-05-24T05:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,10.915,2026-05-24T06:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,0,2026-05-24T07:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,-0.12,2026-05-24T08:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,-2.421,2026-05-24T09:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,-7.273,2026-05-24T10:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,-10.85,2026-05-24T11:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,-14.219,2026-05-24T12:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,-11.515,2026-05-24T13:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,-3.206,2026-05-24T14:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,-0.033,2026-05-24T15:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,4.7,2026-05-24T16:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,58.98,2026-05-24T17:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,71.465,2026-05-24T18:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,69.546,2026-05-24T19:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,64.41,2026-05-24T20:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,59.689,2026-05-24T21:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,50.758,2026-05-24T22:00:00.000Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,11.967,2026-07-12T13:30:00.400Z
sensor.elmatare_active_power_l1,0.04562167565361111,2026-05-22T22:00:00.000Z
sensor.elmatare_active_power_l1,-0.008428083281388884,2026-05-22T23:00:00.000Z
sensor.elmatare_active_power_l1,0.015133454772499999,2026-05-23T00:00:00.000Z
sensor.elmatare_active_power_l1,-0.20653395862194449,2026-05-23T01:00:00.000Z
sensor.elmatare_active_power_l1,-0.021596542138888883,2026-05-23T02:00:00.000Z
sensor.elmatare_active_power_l1,0.04842169794361112,2026-05-23T03:00:00.000Z
sensor.elmatare_active_power_l1,0.014396110638333333,2026-05-23T04:00:00.000Z
sensor.elmatare_active_power_l1,-0.006601386017222224,2026-05-23T05:00:00.000Z
sensor.elmatare_active_power_l1,-0.06754207332166667,2026-05-23T06:00:00.000Z
sensor.elmatare_active_power_l1,0.05140012599166666,2026-05-23T07:00:00.000Z
sensor.elmatare_active_power_l1,-0.18205348600277774,2026-05-23T08:00:00.000Z
sensor.elmatare_active_power_l1,-0.18677896047472228,2026-05-23T09:00:00.000Z
sensor.elmatare_active_power_l1,-0.3516519854544444,2026-05-23T10:00:00.000Z
sensor.elmatare_active_power_l1,-2.464633299249444,2026-05-23T11:00:00.000Z
sensor.elmatare_active_power_l1,1.4142638403086112,2026-05-23T12:00:00.000Z
sensor.elmatare_active_power_l1,1.857665399339444,2026-05-23T13:00:00.000Z
sensor.elmatare_active_power_l1,-0.7275860500824999,2026-05-23T14:00:00.000Z
sensor.elmatare_active_power_l1,-0.6746451152705554,2026-05-23T15:00:00.000Z
sensor.elmatare_active_power_l1,0.7817792013119446,2026-05-23T16:00:00.000Z
sensor.elmatare_active_power_l1,-0.8069532707822221,2026-05-23T17:00:00.000Z
sensor.elmatare_active_power_l1,-0.9116824256708335,2026-05-23T18:00:00.000Z
sensor.elmatare_active_power_l1,0.13191741603638887,2026-05-23T19:00:00.000Z
sensor.elmatare_active_power_l1,0.08096871760027777,2026-05-23T20:00:00.000Z
sensor.elmatare_active_power_l1,0.042733777066388895,2026-05-23T21:00:00.000Z
sensor.elmatare_active_power_l1,0.05050029052472222,2026-05-23T22:00:00.000Z
sensor.elmatare_active_power_l1,0.03754871064666667,2026-05-23T23:00:00.000Z
sensor.elmatare_active_power_l1,0.06686766948583334,2026-05-24T00:00:00.000Z
sensor.elmatare_active_power_l1,-0.22333930469388885,2026-05-24T01:00:00.000Z
sensor.elmatare_active_power_l1,-0.09967337962527777,2026-05-24T02:00:00.000Z
sensor.elmatare_active_power_l1,0.01987959793277778,2026-05-24T03:00:00.000Z
sensor.elmatare_active_power_l1,0.04829373267555554,2026-05-24T04:00:00.000Z
sensor.elmatare_active_power_l1,0.010166040065000001,2026-05-24T05:00:00.000Z
sensor.elmatare_active_power_l1,-2.6934832741105557,2026-05-24T06:00:00.000Z
sensor.elmatare_active_power_l1,-2.174459924616944,2026-05-24T07:00:00.000Z
sensor.elmatare_active_power_l1,-0.782074372106111,2026-05-24T08:00:00.000Z
sensor.elmatare_active_power_l1,-0.19960742482194446,2026-05-24T09:00:00.000Z
sensor.elmatare_active_power_l1,0.3209105050888889,2026-05-24T10:00:00.000Z
sensor.elmatare_active_power_l1,0.28626790495111104,2026-05-24T11:00:00.000Z
sensor.elmatare_active_power_l1,0.2753519160699761,2026-05-24T12:00:00.000Z
sensor.elmatare_active_power_l1,-1.2693232280130557,2026-05-24T13:00:00.000Z
sensor.elmatare_active_power_l1,0.6762644479661114,2026-05-24T14:00:00.000Z
sensor.elmatare_active_power_l1,-2.5027602592011116,2026-05-24T15:00:00.000Z
sensor.elmatare_active_power_l1,-2.677710101131389,2026-05-24T16:00:00.000Z
sensor.elmatare_active_power_l1,-1.9556873546583338,2026-05-24T17:00:00.000Z
sensor.elmatare_active_power_l1,-1.2679172016133335,2026-05-24T18:00:00.000Z
sensor.elmatare_active_power_l1,-0.08872622444749999,2026-05-24T19:00:00.000Z
sensor.elmatare_active_power_l1,-0.024398106670555558,2026-05-24T20:00:00.000Z
sensor.elmatare_active_power_l1,0.05023519187444444,2026-05-24T21:00:00.000Z
sensor.elmatare_active_power_l1,0.03125859316916667,2026-05-24T22:00:00.000Z
sensor.elmatare_active_power_l1,0.007,2026-07-12T13:39:32.460Z
sensor.elmatare_active_power_l2,-0.14080199051222222,2026-05-22T22:00:00.000Z
sensor.elmatare_active_power_l2,-0.006574499455555559,2026-05-22T23:00:00.000Z
sensor.elmatare_active_power_l2,-0.14395384166083333,2026-05-23T00:00:00.000Z
sensor.elmatare_active_power_l2,0.3940818174452778,2026-05-23T01:00:00.000Z
sensor.elmatare_active_power_l2,-0.06026215040972221,2026-05-23T02:00:00.000Z
sensor.elmatare_active_power_l2,-0.16724600079305554,2026-05-23T03:00:00.000Z
sensor.elmatare_active_power_l2,-0.12053680149194441,2026-05-23T04:00:00.000Z
sensor.elmatare_active_power_l2,0.001769113154444446,2026-05-23T05:00:00.000Z
sensor.elmatare_active_power_l2,-0.07724822906444445,2026-05-23T06:00:00.000Z
sensor.elmatare_active_power_l2,-0.1489543912311111,2026-05-23T07:00:00.000Z
sensor.elmatare_active_power_l2,0.24204393850694442,2026-05-23T08:00:00.000Z
sensor.elmatare_active_power_l2,0.3502011006341666,2026-05-23T09:00:00.000Z
sensor.elmatare_active_power_l2,-0.36491472695027777,2026-05-23T10:00:00.000Z
sensor.elmatare_active_power_l2,-2.594358109511389,2026-05-23T11:00:00.000Z
sensor.elmatare_active_power_l2,-1.6291699114538891,2026-05-23T12:00:00.000Z
sensor.elmatare_active_power_l2,0.6331851332283334,2026-05-23T13:00:00.000Z
sensor.elmatare_active_power_l2,-1.164021153599722,2026-05-23T14:00:00.000Z
sensor.elmatare_active_power_l2,-2.081598307886111,2026-05-23T15:00:00.000Z
sensor.elmatare_active_power_l2,-0.6903556128377777,2026-05-23T16:00:00.000Z
sensor.elmatare_active_power_l2,-0.8911637443591666,2026-05-23T17:00:00.000Z
sensor.elmatare_active_power_l2,-1.1461953087744445,2026-05-23T18:00:00.000Z
sensor.elmatare_active_power_l2,-0.23788679007388888,2026-05-23T19:00:00.000Z
sensor.elmatare_active_power_l2,-0.10214507275833334,2026-05-23T20:00:00.000Z
sensor.elmatare_active_power_l2,-0.14382106585916668,2026-05-23T21:00:00.000Z
sensor.elmatare_active_power_l2,-0.13978926183944443,2026-05-23T22:00:00.000Z
sensor.elmatare_active_power_l2,-0.1418190405077778,2026-05-23T23:00:00.000Z
sensor.elmatare_active_power_l2,-0.1455506130038889,2026-05-24T00:00:00.000Z
sensor.elmatare_active_power_l2,0.38120827017333325,2026-05-24T01:00:00.000Z
sensor.elmatare_active_power_l2,0.19009731932277782,2026-05-24T02:00:00.000Z
sensor.elmatare_active_power_l2,-0.14868604985194445,2026-05-24T03:00:00.000Z
sensor.elmatare_active_power_l2,-0.16262359195722223,2026-05-24T04:00:00.000Z
sensor.elmatare_active_power_l2,-0.12827337436916667,2026-05-24T05:00:00.000Z
sensor.elmatare_active_power_l2,-2.7302069517391665,2026-05-24T06:00:00.000Z
sensor.elmatare_active_power_l2,-2.302224193667778,2026-05-24T07:00:00.000Z
sensor.elmatare_active_power_l2,-0.5260549788205556,2026-05-24T08:00:00.000Z
sensor.elmatare_active_power_l2,-0.10896282001583334,2026-05-24T09:00:00.000Z
sensor.elmatare_active_power_l2,-0.2052834598216667,2026-05-24T10:00:00.000Z
sensor.elmatare_active_power_l2,-0.2527921213466667,2026-05-24T11:00:00.000Z
sensor.elmatare_active_power_l2,-0.32150915973874256,2026-05-24T12:00:00.000Z
sensor.elmatare_active_power_l2,-1.606183488499722,2026-05-24T13:00:00.000Z
sensor.elmatare_active_power_l2,-2.811579158598333,2026-05-24T14:00:00.000Z
sensor.elmatare_active_power_l2,-3.604055465663334,2026-05-24T15:00:00.000Z
sensor.elmatare_active_power_l2,-2.9447454664041666,2026-05-24T16:00:00.000Z
sensor.elmatare_active_power_l2,-2.144413879845,2026-05-24T17:00:00.000Z
sensor.elmatare_active_power_l2,-1.30659346171,2026-05-24T18:00:00.000Z
sensor.elmatare_active_power_l2,-0.16965441848166665,2026-05-24T19:00:00.000Z
sensor.elmatare_active_power_l2,-0.06954858467055557,2026-05-24T20:00:00.000Z
sensor.elmatare_active_power_l2,-0.16005355245055558,2026-05-24T21:00:00.000Z
sensor.elmatare_active_power_l2,-0.13684432560388884,2026-05-24T22:00:00.000Z
sensor.elmatare_active_power_l2,-0.179,2026-07-12T13:39:22.446Z
sensor.elmatare_active_power_l3,0.1524585304766667,2026-05-22T22:00:00.000Z
sensor.elmatare_active_power_l3,0.08006207890027778,2026-05-22T23:00:00.000Z
sensor.elmatare_active_power_l3,0.1804591831358333,2026-05-23T00:00:00.000Z
sensor.elmatare_active_power_l3,-0.1313064420786111,2026-05-23T01:00:00.000Z
sensor.elmatare_active_power_l3,0.1348973127566667,2026-05-23T02:00:00.000Z
sensor.elmatare_active_power_l3,0.17492988923305555,2026-05-23T03:00:00.000Z
sensor.elmatare_active_power_l3,0.15667732468361112,2026-05-23T04:00:00.000Z
sensor.elmatare_active_power_l3,0.06362353713416667,2026-05-23T05:00:00.000Z
sensor.elmatare_active_power_l3,0.19390767955499996,2026-05-23T06:00:00.000Z
sensor.elmatare_active_power_l3,0.14696277793305554,2026-05-23T07:00:00.000Z
sensor.elmatare_active_power_l3,-0.00806896293249997,2026-05-23T08:00:00.000Z
sensor.elmatare_active_power_l3,-0.12534749633166667,2026-05-23T09:00:00.000Z
sensor.elmatare_active_power_l3,-0.16129356337388887,2026-05-23T10:00:00.000Z
